red_izo,CJ UZ Z,AJ UZ Z,CJ PP Z,AJ PP Z,MA DT Z,CJ DT Z,AJ DT Z,www,adresa,nazev_plny,red_naz,KODOK,NAZOK,NAZKR
600008231,47.6,63.0,68.4,68.9,76.8,71.5,77.1,http://www.gymck.cz,"Chvalšinská 112, Český Krumlov","Gymnázium, Český Krumlov, Chvalšinská 112",Gymnázium,3302,Český Krumlov,Jihočeský
600019594,42.7,37.6,58.8,25.3,17.8,39.4,10.9,http://www.zdravkack.cz,"Tavírna 342, Český Krumlov","Střední odborná škola zdravotnická a Střední odborné učiliště, Český Krumlov, Tavírna 342",SOŠ zdravotnická a SOU,3302,Český Krumlov,Jihočeský
600008240,49.5,41.4,52.2,42.5,,59.3,39.2,http://www.supsck.cz,"Tavírna 109, Český Krumlov","Střední uměleckoprůmyslová škola sv. Anežky České, Český Krumlov, Tavírna 109",SUPŠ sv. Anežky České,3302,Český Krumlov,Jihočeský
651016029,31.6,56.5,35.1,67.4,8.1,37.8,52.7,geukaplice.cz,"Pohorská 86, Kaplice","Gymnázium, Střední odborná škola ekonomická a Střední odborné učiliště, Kaplice, Pohorská 86","Gymnázium, SOŠ ekonomická a SOU",3302,Český Krumlov,Jihočeský
600170349,25.2,51.8,45.0,39.4,47.0,33.8,47.8,http://www.sosvel.cz,"U Hřiště 527, Velešín","Střední odborná škola strojní a elektrotechnická, Velešín, U Hřiště 527",SOŠ strojní a elektrotechnická,3302,Český Krumlov,Jihočeský
600170373,33.9,30.1,26.1,18.1,24.7,21.6,26.6,http://www.sscv.cz,"Revoluční 220, České Velenice","Střední škola, České Velenice, Revoluční 220",Střední škola,3303,Jindřichův Hradec,Jihočeský
600008347,54.5,59.8,74.6,57.6,73.1,66.9,60.3,www.gymn-dacice.cz,"Boženy Němcové 213, Dačice","Gymnázium, Dačice, Boženy Němcové 213",Gymnázium,3303,Jindřichův Hradec,Jihočeský
600008380,32.1,23.9,14.1,12.4,,6.0,8.7,http://www.souz-dacice.cz,"nám. Republiky 86/V, Dačice","Střední odborné učiliště zemědělské a služeb, Dačice, nám. Republiky 86",SOU zemědělské a služeb,3303,Jindřichův Hradec,Jihočeský
600170357,35.9,33.0,34.8,19.9,52.8,29.9,31.6,http://www.issto.cz,"Strojírenská 304, Dačice","Střední škola technická a obchodní, Dačice, Strojírenská 304",Střední škola technická a obchodní,3303,Jindřichův Hradec,Jihočeský
600008282,52.2,57.1,66.9,66.2,71.2,80.9,69.0,http://www.gvn.cz,"Husova 333, Jindřichův Hradec","Gymnázium Vítězslava Nováka, Jindřichův Hradec, Husova 333",Gymnázium Vítězslava Nováka,3303,Jindřichův Hradec,Jihočeský
600022331,,,,,,,,http://www.skolajh.cz,"Jarošovská 1125/II, Jindřichův Hradec","Mateřská škola, Základní škola a Praktická škola, Jindřichův Hradec, Jarošovská 1125/II","MŠ, ZŠ a Praktická škola",3303,Jindřichův Hradec,Jihočeský
600008304,38.6,59.4,61.0,64.8,50.6,54.7,46.3,www.oa-jhradec.cz,"Husova 156, Jindřichův Hradec","Obchodní akademie T. G. Masaryka a Jazyková škola s právem státní jazykové zkoušky, Jindřichův Hradec, Husova 156",OA T. G. Masaryka a JŠ s právem SJZ,3303,Jindřichův Hradec,Jihočeský
600008274,25.8,39.3,23.7,32.9,41.7,38.8,38.2,http://www.sos-jh.cz,"Jáchymova 478, Jindřichův Hradec","Střední odborná škola a Střední odborné učiliště, Jindřichův Hradec, Jáchymova 478",SOŠ a SOU,3303,Jindřichův Hradec,Jihočeský
600008339,46.2,28.7,61.7,29.5,,25.7,21.3,http://www.vajgar.cz/skola,"Kmentova 90/II, Jindřichův Hradec","Soukromá střední škola obchodu, služeb a provozu hotelů s.r.o.","Soukr. SŠ obch., služ. a provozu hotelů",3303,Jindřichův Hradec,Jihočeský
600019608,42.6,30.8,44.6,17.8,17.8,29.9,9.6,http://www.szsjh.cz,"Klášterská 77/II, Jindřichův Hradec","Střední zdravotnická škola, Jindřichův Hradec, Klášterská 77/II",Střední zdravotnická škola,3303,Jindřichův Hradec,Jihočeský
600028151,,,,,,,,http://www.vujh.skolniweb.cz,"Gymnazijní 118, Jindřichův Hradec","Výchovný ústav, střední škola a školní jídelna, Jindřichův Hradec, Gymnazijní 118","Výchovný ústav, střední škola a ŠJ",3303,Jindřichův Hradec,Jihočeský
600008291,54.3,65.4,70.1,70.7,90.2,80.8,70.2,http://www.gymtrebon.cz,"Na Sadech 308, Třeboň","Gymnázium, Třeboň, Na Sadech 308",Gymnázium,3303,Jindřichův Hradec,Jihočeský
600008371,36.6,37.7,52.4,30.7,33.5,44.0,32.9,http://www.sostrebon.cz,"Vrchlického 567, Třeboň","Obchodní akademie, Střední odborná škola a Střední odborné učiliště, Třeboň, Vrchlického 567","OA, SOŠ a SOU",3303,Jindřichův Hradec,Jihočeský
600008363,26.0,30.9,23.0,48.9,58.5,29.8,45.8,http://www.ssrv.cz,"Táboritská 941/II, Třeboň","Střední škola rybářská a vodohospodářská Jakuba Krčína, Třeboň, Táboritská 941",Střední škola rybářská a vodohospodářská,3303,Jindřichův Hradec,Jihočeský
600022471,,,,,,,,,"Mariánské náměstí 72, Černovice","Odborné učiliště a Praktická škola, Černovice, Mariánské náměstí 72",Odborné učiliště a Praktická škola,3304,Pelhřimov,Vysočina
600028224,,,,,,,,www.vucernovice.cz,"Jirákova 285, Černovice","Výchovný ústav, středisko výchovné péče, střední škola a školní jídelna, Černovice, Jirákova 285","Výchovný ústav, SVP, střední škola a ŠJ",3304,Pelhřimov,Vysočina
600022501,,,,,,,,web.telecom.cz/ps-cernovice1,"Dobešovská 1, Černovice",Základní škola speciální a Praktická škola Černovice,Základní škola spec. a Praktická škola,3304,Pelhřimov,Vysočina
600008479,18.8,35.1,31.8,22.4,31.5,34.9,20.7,www.sos-humpolec.cz,"Školní 764, Humpolec","Česká zemědělská akademie v Humpolci, střední škola","Česká zemědělská akademie, střední škola",3304,Pelhřimov,Vysočina
600008410,51.8,54.9,51.8,46.8,85.9,71.5,58.2,www.gymhu.cz,"Komenského 147, Humpolec","Gymnázium dr. A. Hrdličky, Humpolec, Komenského 147",Gymnázium dr. A. Hrdličky,3304,Pelhřimov,Vysočina
600008509,38.6,28.0,35.8,17.4,25.2,32.4,16.7,www.stredniskola.com,"Hradská 276, Humpolec","Střední škola informatiky a cestovního ruchu SČMSD Humpolec, s.r.o.","SŠ inf. a CR SČMSD Humpolec, s.r.o.",3304,Pelhřimov,Vysočina
600008401,52.3,61.5,80.4,67.5,,85.8,68.7,http://www.gpacov.cz/,"Hronova 1079, Pacov",Gymnázium Pacov,Gymnázium Pacov,3304,Pelhřimov,Vysočina
600008436,63.8,64.0,70.5,67.7,83.3,77.2,70.1,www.gymnazium-pe.cz,"Jirsíkova 244, Pelhřimov",Gymnázium Pelhřimov,Gymnázium Pelhřimov,3304,Pelhřimov,Vysočina
600008428,43.6,52.2,55.2,51.7,70.7,54.9,51.0,www.oa-pe.cz,"Jirsíkova 875, Pelhřimov","Obchodní akademie, Pelhřimov, Jirsíkova 875",Obchodní akademie,3304,Pelhřimov,Vysočina
600008487,35.6,26.8,40.8,27.0,39.2,27.9,31.7,www.spssou-pe.cz,"Friedova 1469, Pelhřimov",Střední průmyslová škola a Střední odborné učiliště Pelhřimov,SPŠ a SOU Pelhřimov,3304,Pelhřimov,Vysočina
600008461,20.7,44.6,23.9,35.7,12.6,33.9,29.7,www.hs-pe.cz,"Slovanského bratrství 1664, Pelhřimov","Vyšší odborná škola a Střední škola hotelová SČMSD Pelhřimov, s.r.o.","VOŠ a Střední škola hotel. SČMSD, s.r.o.",3304,Pelhřimov,Vysočina
600028216,,,,,,,,www.vupocatky.com,"Horní 617, Počátky","Výchovný ústav, dětský domov se školou, střední škola, základní škola a školní jídelna, Počátky, Horní 617","Výchovný ústav,DD se školou, SŠ, ZŠ a ŠJ",3304,Pelhřimov,Vysočina
691002584,51.0,49.9,57.6,43.7,36.4,40.6,39.9,www.sspobratan.cz,Obrataň 148,"Soukromá střední škola pedagogiky a sociálních služeb, s.r.o.",Soukr. SŠ pedagogiky a sociálních služeb,3304,Pelhřimov,Vysočina
600008533,41.4,47.5,58.8,45.5,76.5,62.6,53.9,http://www.gymnazium.milevsko.cz,"Masarykova 183, Milevsko","Gymnázium, Milevsko, Masarykova 183",Gymnázium,3305,Písek,Jihočeský
600170381,39.5,37.4,37.9,17.7,22.8,28.4,38.8,http://www.issou-milevsko.cz,"Čs. armády 777, Milevsko","Střední odborná škola a Střední odborné učiliště, Milevsko, Čs. armády 777",SOŠ a SOU,3305,Písek,Jihočeský
600022510,,,,,,,,http://www.ddaskoly.cz,"Šobrova 111, Písek","Dětský domov, Mateřská škola, Základní škola a Praktická škola, Písek, Šobrova 111","Dětský domov, MŠ, ZŠ a Praktická škola",3305,Písek,Jihočeský
600008541,55.8,74.7,71.0,69.1,79.2,75.8,77.5,www.gymna-pi.cz,"Komenského 89, Písek","Gymnázium, Písek, Komenského 89",Gymnázium,3305,Písek,Jihočeský
600008584,41.8,55.6,49.7,49.9,31.1,48.2,45.3,www.oa-pisek.cz,"Karlova 111, Písek","Obchodní akademie a Jazyková škola s právem státní jazykové zkoušky, Písek, Karlova 111",Obchodní akademie a JŠ s právem SJZ,3305,Písek,Jihočeský
600008592,40.9,41.6,42.6,37.4,25.8,33.2,33.8,http://www.sou-pi.cz,"Komenského 86, Písek","Střední odborná škola a Střední odborné učiliště, Písek, Komenského 86",SOŠ a SOU,3305,Písek,Jihočeský
600008525,33.2,40.2,48.3,33.2,,39.7,53.5,www.svsspisek.cz,"Budějovická 100, Písek",Soukromá výtvarná střední škola s.r.o.,Soukromá výtvarná střední škola s.r.o.,3305,Písek,Jihočeský
600020266,40.8,56.3,43.1,61.9,52.4,47.6,57.0,www.sps-pi.cz,"Karla Čapka 402, Písek","Střední průmyslová škola a Vyšší odborná škola, Písek, Karla Čapka 402",SPŠ a VOŠ,3305,Písek,Jihočeský
600019616,43.2,50.4,67.3,41.0,50.0,46.7,44.0,http://www.szs-pi.cz,"Národní svobody 420, Písek","Střední zdravotnická škola, Písek, Národní svobody 420",Střední zdravotnická škola,3305,Písek,Jihočeský
600008550,47.3,50.4,55.0,39.1,57.8,35.2,35.6,http://www.szespisek.cz,"Čelakovského 200, Písek","Střední zemědělská škola, Písek, Čelakovského 200",Střední zemědělská škola,3305,Písek,Jihočeský
600020274,39.5,38.5,46.9,60.9,75.4,49.7,56.9,www.lespi.cz,"Lesnická 55, Písek","Vyšší odborná škola lesnická a Střední lesnická škola Bedřicha Schwarzenberga, Písek, Lesnická 55",VOŠ lesnická a Střední lesnická škola,3305,Písek,Jihočeský
600008649,58.4,71.6,85.5,69.1,83.7,75.8,73.6,http://www.gympt.cz,"Zlatá stezka 137, Prachatice","Gymnázium, Prachatice, Zlatá stezka 137",Gymnázium,3306,Prachatice,Jihočeský
600008665,,,,,,,,http://www.soa.cz,"Zlatá stezka 240, Prachatice","Soukromá střední odborná škola a střední odborné učiliště Prachatice, s.r.o.","Soukromá SOŠ a SOU Prachatice, s.r.o.",3306,Prachatice,Jihočeský
600020282,38.1,34.7,41.1,28.0,36.0,43.3,41.7,http://www.spgspt.cz,"Zahradní 249, Prachatice","Vyšší odborná škola sociální a Střední pedagogická škola, Prachatice, Zahradní 249",VOŠ sociální a Střední pedagogická škola,3306,Prachatice,Jihočeský
600008690,47.7,51.0,58.6,57.8,57.1,59.7,50.8,www.oag.cz,"Pivovarská 69, Vimperk","Gymnázium a Střední odborná škola ekonomická, Vimperk, Pivovarská 69",Gymnázium a SOŠ ekonomická,3306,Prachatice,Jihočeský
600008681,27.8,40.4,21.1,18.4,23.1,24.3,14.6,http://www.stredni-skola.eu,"Nerudova 267, Vimperk","Střední škola, Vimperk, Nerudova 267",Střední škola,3306,Prachatice,Jihočeský
600008703,25.1,28.6,37.2,30.9,45.6,34.1,38.1,http://www.blek.cz,"V Jezárkách 745, Blatná","Střední odborná škola, Blatná, V Jezárkách 745",Střední odborná škola,3307,Strakonice,Jihočeský
600008754,41.6,34.0,29.4,21.7,27.9,19.1,19.9,http://www.soublatna.cz,"U Sladovny 671, Blatná","Střední odborné učiliště, Blatná, U Sladovny 671",Střední odborné učiliště,3307,Strakonice,Jihočeský
600008738,26.4,45.6,43.1,37.1,30.0,33.4,27.4,www.euroskola.cz/strakonice,"Husova 361, Strakonice",Euroškola Strakonice střední odborná škola s.r.o.,Euroškola Strakonice SOŠ s.r.o.,3307,Strakonice,Jihočeský
600008789,38.7,65.3,56.8,71.8,76.4,76.0,74.3,www.gymstr.cz,"Máchova 174, Strakonice","Gymnázium, Strakonice, Máchova 174",Gymnázium,3307,Strakonice,Jihočeský
691003807,34.7,32.9,37.7,25.2,39.5,33.1,20.4,http://www.sps-sosstrakonice.cz,"Zvolenská, Strakonice","Vyšší odborná škola, Střední průmyslová škola a Střední odborná škola řemesel a služeb, Strakonice, Zvolenská 934","VOŠ, SPŠ a SOŠ řemesel a služeb",3307,Strakonice,Jihočeský
600008746,45.2,47.9,79.5,65.2,81.7,67.0,64.2,http://www.gymnaziumvodnany.cz,"Bavorovská 1046, Vodňany","Gymnázium, Vodňany, Bavorovská 1046",Gymnázium,3307,Strakonice,Jihočeský
651016762,,,,,,,,www.sousvodnany.cz,"Zeyerovy sady 43/II, Vodňany","Střední odborné učiliště služeb Vodňany, Zeyerovy sady 43/II","SOU služeb Vodňany, Zeyerovy sady 43/II",3307,Strakonice,Jihočeský
600020291,45.0,50.6,36.0,53.7,47.3,47.8,55.8,http://www.srs-vodnany.cz,"Zátiší 480, Vodňany","Střední rybářská škola a Vyšší odborná škola vodního hospodářství a ekologie, Vodňany, Zátiší 480",Střední rybářská škola a VOŠ,3307,Strakonice,Jihočeský
600008711,47.1,36.8,52.2,49.9,36.4,45.6,46.4,www.trivisvodnany.cz,"Palackého 81, Vodňany","TRIVIS - Střední škola veřejnoprávní Vodňany, s.r.o.","TRIVIS - SŠ veřejnoprávní Vodňany,s.r.o.",3307,Strakonice,Jihočeský
600170403,45.7,39.9,40.6,38.9,43.0,39.8,24.1,http://www.sos-sou.volyne.cz,"Lidická 135, Volyně","Střední škola a Jazyková škola s právem státní jazykové zkoušky, Volyně, Lidická 135",Střední škola a Jazyk.škola s právem SJZ,3307,Strakonice,Jihočeský
600020312,32.7,34.4,47.3,29.1,64.9,50.0,32.6,"www.sps.volyne.cz, www.vos.volyne.cz","Resslova 440, Volyně","Vyšší odborná škola a Střední průmyslová škola, Volyně, Resslova 440",VOŠ a SPŠ,3307,Strakonice,Jihočeský
600008860,30.0,34.8,37.0,35.1,17.8,45.0,37.0,http://www.keramickaskola.cz,"Písecká 203, Bechyně","Střední uměleckoprůmyslová škola, Bechyně, Písecká 203",Střední uměleckoprůmyslová škola,3308,Tábor,Jihočeský
600170438,46.4,44.8,29.6,37.7,42.4,34.5,49.8,http://www.copsu.cz,"Budějovická 421, Sezimovo Ústí","Vyšší odborná škola, Střední škola, Centrum odborné přípravy, Sezimovo Ústí, Budějovická 421","VOŠ, SŠ, Centrum odborné přípravy",3308,Tábor,Jihočeský
600008819,45.2,51.1,56.2,63.8,70.9,70.7,66.5,http://www.gym-so.cz,"Dr. Edvarda Beneše 449/II, Soběslav","Gymnázium, Soběslav, Dr. Edvarda Beneše 449/II",Gymnázium,3308,Tábor,Jihočeský
600022706,,,,,,,,www.rolnicka.cz,"Mrázkova 700, Soběslav","Mateřská škola, základní škola speciální a praktická škola Diakonie ČCE Rolnička Soběslav","MŠ, ZŠ spec. a PrŠ Diakonie ČCE Rolnička",3308,Tábor,Jihočeský
691003769,,,,,,,,http://www.ssrsobeslav.cz,"Wilsonova 405, Soběslav","Střední škola řemeslná a Základní škola, Soběslav, Wilsonova 405",Střední škola řemeslná a Základní škola,3308,Tábor,Jihočeský
600008801,52.7,64.1,72.6,73.0,76.3,81.8,64.9,www.gymta.cz,"Nám. Frant. Křižíka 860, Tábor","Gymnázium Pierra de Coubertina, Tábor, Náměstí Františka Křižíka 860",Gymnázium Pierra de Coubertina,3308,Tábor,Jihočeský
600020321,54.1,71.6,59.8,53.9,51.2,56.2,65.5,http://www.oatabor.cz,"Jiráskova 1615, Tábor","Obchodní akademie a Vyšší odborná škola ekonomická, Tábor, Jiráskova 1615",Obchodní akademie a VOŠ ekonomická,3308,Tábor,Jihočeský
600008827,,,,,,,,http://www.heurekatabor.cz,"Zborovská 2696, Tábor",Střední odborná škola a střední odborné učiliště HEUREKA s.r.o.,SOŠ a SOU HEUREKA s.r.o.,3308,Tábor,Jihočeský
600008797,46.0,52.2,40.5,49.1,56.0,47.9,47.7,http://www.sps-tabor.cz,"Komenského 1670, Tábor","Střední průmyslová škola strojní a stavební, Tábor, Komenského 1670",SPŠ strojní a stavební,3308,Tábor,Jihočeský
651023572,30.5,35.4,30.6,51.9,19.7,38.3,31.0,http://www.ssjs-tabor.cz,"Bydlinského 2474, Tábor","Střední škola obchodu, služeb a řemesel a Jazyková škola s právem státní jazykové zkoušky, Tábor, Bydlinského 2474","SŠ obch.,služeb a řemes. a JŠ s práv.SJZ",3308,Tábor,Jihočeský
600008886,46.8,54.5,48.9,57.5,51.0,40.0,53.7,http://www.sous.cz,"Bydlinského 2474, Tábor","Střední škola spojů a informatiky, Tábor, Bydlinského 2474",Střední škola spojů a informatiky,3308,Tábor,Jihočeský
600019624,35.8,21.4,32.4,25.3,18.4,23.2,16.7,http://www.szs-tabor.cz,"Mostecká 1912, Tábor","Střední zdravotnická škola, Tábor, Mostecká 1912",Střední zdravotnická škola,3308,Tábor,Jihočeský
600008835,46.6,62.8,40.6,65.6,75.4,59.5,65.7,www.tabsg.cz,"Zavadilská 2472, Tábor","Táborské soukromé gymnázium, s.r.o.","Táborské soukromé gymnázium, s.r.o.",3308,Tábor,Jihočeský
600020339,40.9,37.8,30.0,34.8,44.3,37.2,37.7,http://www.szestabor.cz,"nám. T. G. Masaryka 788, Tábor","Vyšší odborná škola a Střední zemědělská škola, Tábor, Náměstí T. G. Masaryka 788",VOŠ a Střední zemědělská škola,3308,Tábor,Jihočeský
600008851,34.6,43.2,36.2,24.2,27.7,46.2,35.9,http://www.sos-veseli.cz,"Blatské sídliště 600/I, Veselí nad Lužnicí I","Střední odborná škola ekologická a potravinářská, Veselí nad Lužnicí, Blatské sídliště 600/I",SOŠ ekologická a potravinářská,3308,Tábor,Jihočeský
600008908,50.3,73.1,62.5,81.2,79.6,77.4,70.6,http://gymdom.cz,"Pivovarská 323, Domažlice","Gymnázium J.Š.Baara, Domažlice, Pivovarská 323",Gymnázium J.Š.Baara,3401,Domažlice,Plzeňský
600008941,33.4,23.7,31.5,20.1,47.3,29.4,21.9,www.soudom.cz,"Prokopa Velikého 640, Domažlice","Střední odborné učiliště, Domažlice, Prokopa Velikého 640",Střední odborné učiliště,3401,Domažlice,Plzeňský
600008932,28.8,46.4,41.9,46.8,34.3,44.0,42.8,www.oadomazlice.cz,"Erbenova 184, Domažlice","Vyšší odborná škola, Obchodní akademie a Střední zdravotnická škola, Domažlice, Erbenova 184","VOŠ, Obch.akademie a Střed.zdravot.škola",3401,Domažlice,Plzeňský
600170454,38.3,53.6,51.0,44.9,43.2,42.9,45.0,www.sos-souhtyn.cz,"Littrowa 122, Horšovský Týn","Střední odborná škola a Střední odborné učiliště, Horšovský Týn, Littrowa 122",SOŠ a SOU,3401,Domažlice,Plzeňský
600022765,,,,,,,,http://www.zs-oshtyn.cz,"Nádražní 89, Horšovský Týn","Základní škola a Odborná škola, Horšovský Týn, Nádražní 89",Základní škola a Odborná škola,3401,Domažlice,Plzeňský
600028429,,,,,,,,http://www.vudds-hostoun.cz,"Chodské náměstí 131, Hostouň","Výchovný ústav, dětský domov se školou, základní škola, střední škola a školní jídelna, Hostouň, Chodské náměstí 131","Vých.ústav, DD se školou, ZŠ, SŠ a ŠJ",3401,Domažlice,Plzeňský
600008924,37.6,21.3,57.8,17.8,12.6,23.9,13.0,www.obchodniakademie.cz,"Trnkova 125, Staňkov",Soukromá střední odborná škola a Gymnázium Bean s.r.o.,Soukromá SOŠ a Gymnázium Bean s.r.o.,3401,Domažlice,Plzeňský
600008975,56.5,53.6,44.3,48.9,57.3,64.1,67.1,www.gymsos.com,"Hlavní 106, Aš",Gymnázium a střední odborná škola Aš,Gymnázium a střední odborná škola Aš,3402,Cheb,Karlovarský
600066584,,,,,,,,www.zspsas.cz,"Studentská 13, Aš",Základní škola a Praktická škola Aš,Základní škola a Praktická škola Aš,3402,Cheb,Karlovarský
